SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-16-2017,Condo/Co-op,1409 Oxford #6,Berkeley,CA,94709-1457,850000,3,2.0,Berkeley,1146,,1962,96,742,320,Sold,,,http://www.redfin.com/CA/Berkeley/1409-Oxford-St-94709/unit-6/home/1291896,EBRD/CCAR/Bay East,40779990,N,Y,37.8820149,-122.2668806
PAST SALE,April-18-2017,Single Family Residential,1834 63Rd St,Berkeley,CA,94703,940000,2,1.5,Le Conte,1325,5400,1906,155,709,,Sold,,,http://www.redfin.com/CA/Berkeley/1834-63rd-St-94703/home/651697,EBRD/CCAR/Bay East,40771117,N,N,37.8478248,-122.2697732
PAST SALE,July-28-2017,Single Family Residential,1839 63Rd St,Berkeley,CA,94703,860000,2,1.0,Santa Fe,1092,4455,1907,54,788,,Sold,,,http://www.redfin.com/CA/Berkeley/1839-63rd-St-94703/home/1309093,EBRD/CCAR/Bay East,40787457,N,Y,37.848338,-122.269522
PAST SALE,August-18-2017,Single Family Residential,1613 5th St,Berkeley,CA,94710-1714,900000,2,1.0,West Berkeley,980,6110,1987,33,918,,Sold,,,http://www.redfin.com/CA/Berkeley/1613-5th-St-94710/home/674837,EBRD/CCAR/Bay East,40790651,N,Y,37.873378,-122.300281
PAST SALE,April-26-2017,Single Family Residential,1946 Yosemite Rd,Berkeley,CA,94707,1525000,3,2.5,Thousand Oaks,2167,4692,1925,147,704,,Sold,,,http://www.redfin.com/CA/Berkeley/1946-Yosemite-Rd-94707/home/1964415,EBRD/CCAR/Bay East,40775608,N,Y,37.8963155,-122.2767431
PAST SALE,May-23-2017,Single Family Residential,2504 Grant St,Berkeley,CA,94703,843000,3,3.0,Central Berkeley,1434,3920,1920,120,588,,Sold,,,http://www.redfin.com/CA/Berkeley/2504-Grant-St-94703/home/1291559,EBRD/CCAR/Bay East,40779589,N,Y,37.8627953,-122.2745778
PAST SALE,May-26-2017,Single Family Residential,800 Cragmont Ave,Berkeley,CA,94708,2165000,5,4.0,Berkeley Hills,3224,7102,1942,117,672,,Sold,,,http://www.redfin.com/CA/Berkeley/800-Cragmont-Ave-94708/home/1226370,EBRD/CCAR/Bay East,40776841,N,Y,37.8953654,-122.2676914
PAST SALE,June-15-2017,Single Family Residential,1115 Hearst Ave,Berkeley,CA,94702,1270000,3,2.5,North/West,2334,,2002,97,544,50,Sold,,,http://www.redfin.com/CA/Berkeley/1115-Hearst-Ave-94702/home/21629860,EBRD/CCAR/Bay East,40781072,N,Y,37.8709078,-122.2919415
PAST SALE,April-28-2017,Condo/Co-op,1357 Peralta Ave,Berkeley,CA,94702,947500,2,1.0,Monterey Market,1287,,1948,145,736,0,Sold,,,http://www.redfin.com/CA/Berkeley/1357-Peralta-Ave-94702/unit-2/home/1226031,EBRD/CCAR/Bay East,40773504,N,Y,37.878614,-122.288348
PAST SALE,June-20-2017,Single Family Residential,1607 Channing Way,Berkeley,CA,94703,775000,2,1.0,Berkeley,1257,3150,1925,92,617,,Sold,,,http://www.redfin.com/CA/Berkeley/1607-Channing-Way-94703/home/1460462,EBRD/CCAR/Bay East,40783313,N,Y,37.8645281,-122.27867
PAST SALE,June-13-2017,Single Family Residential,814 Vincente Ave,Berkeley,CA,94707,1035000,3,1.0,Thousand Oaks,1254,4900,1927,99,825,,Sold,,,http://www.redfin.com/CA/Berkeley/814-Vincente-Ave-94707/home/699396,EBRD/CCAR/Bay East,40778596,N,Y,37.8933189,-122.2851156
PAST SALE,June-19-2017,Condo/Co-op,1801 University Ave #307,Berkeley,CA,94703,550000,2,1.0,Central Berkeley,695,,1998,93,791,343,Sold,,,http://www.redfin.com/CA/Berkeley/1801-University-Ave-94703/unit-307/home/1976247,EBRD/CCAR/Bay East,40780573,N,Y,37.8715498,-122.2750624
PAST SALE,June-23-2017,Single Family Residential,1528 HEARST Ave,Berkeley,CA,94703,1505000,5,3.0,Central Berkeley,2307,4875,1921,89,652,,Sold,,,http://www.redfin.com/CA/Berkeley/1528-Hearst-Ave-94703/home/1297567,EBRD/CCAR/Bay East,40782256,N,Y,37.8721071,-122.2808866
PAST SALE,June-20-2017,Condo/Co-op,1113 Parker St,Berkeley,CA,94702,725000,3,2.0,Berkeley,1552,,2006,92,467,160,Sold,,,http://www.redfin.com/CA/Berkeley/1113-Parker-St-94702/home/12119390,EBRD/CCAR/Bay East,40780085,N,Y,37.859673,-122.288403
PAST SALE,June-30-2017,Single Family Residential,261 Trinity Ave,Kensington,CA,94708,1270000,4,3.0,Upper Kensington,1836,4000,1950,82,692,,Sold,,,http://www.redfin.com/CA/Kensington/261-Trinity-Ave-94708/home/1547698,EBRD/CCAR/Bay East,40784404,N,Y,37.9069234,-122.2743976
PAST SALE,,Multi-Family (2-4 Unit),2123 Blake St,Berkeley,CA,94704,2900000,16,16.0,,7074,10400,1962,,410,,,,,http://www.redfin.com/CA/Berkeley/2123-Blake-St-94704/home/1414421,,,N,Y,37.8634519,-122.2663094
PAST SALE,June-30-2017,Single Family Residential,1530 Blake St,Berkeley,CA,94703,1051000,2,1.0,Central Berkeley,1008,5054,1925,82,1043,,Sold,,,http://www.redfin.com/CA/Berkeley/1530-Blake-St-94703/home/1976194,EBRD/CCAR/Bay East,40783241,N,Y,37.8613469,-122.2793518
PAST SALE,June-6-2017,Single Family Residential,1420 Acton Cres,Berkeley,CA,94702,1075000,2,2.0,Strawberry Creek,944,3808,1943,106,1139,,Sold,,,http://www.redfin.com/CA/Berkeley/1420-Acton-Cres-94702/home/1759902,EBRD/CCAR/Bay East,40781508,N,Y,37.8678245,-122.2831849
PAST SALE,July-14-2017,Condo/Co-op,2515 Hilgard Ave #1,Berkeley,CA,94709,1003700,2,2.0,N Berkeley,1679,,1965,68,598,566,Sold,,,http://www.redfin.com/CA/Berkeley/2515-Hilgard-Ave-94709/unit-1/home/1657121,EBRD/CCAR/Bay East,40782238,N,Y,37.878975,-122.2603622
PAST SALE,,Single Family Residential,90 Ardmore Rd,Kensington,CA,94707,1018000,3,2.0,,1733,2750,1929,,587,,,,,http://www.redfin.com/CA/Kensington/90-Ardmore-Rd-94707/home/600583,,,N,Y,37.9053435,-122.2810582
PAST SALE,April-21-2017,Single Family Residential,1157 Virginia St,Berkeley,CA,94702,1080000,1,1.0,Berkeley,877,6000,1913,152,1231,,Sold,,,http://www.redfin.com/CA/Berkeley/1157-Virginia-St-94702/home/1883152,EBRD/CCAR/Bay East,40775180,N,Y,37.8739099,-122.2912912
PAST SALE,April-24-2017,Single Family Residential,539 Arlington Ave,Berkeley,CA,94707,970000,3,2.0,Berkeley,1998,5000,1924,149,485,,Sold,,,http://www.redfin.com/CA/Berkeley/539-Arlington-Ave-94707/home/1566575,EBRD/CCAR/Bay East,40772876,N,Y,37.9004942,-122.2770063
PAST SALE,July-20-2017,Single Family Residential,750 Wildcat Canyon Rd,Berkeley,CA,94708,1325000,3,2.5,Berkeley,1970,8960,1955,62,673,,Sold,,,http://www.redfin.com/CA/Berkeley/750-Wildcat-Canyon-Rd-94708/home/1972635,EBRD/CCAR/Bay East,40783851,N,Y,37.899043,-122.257844
PAST SALE,July-21-2017,Single Family Residential,1501 Channing Way,Berkeley,CA,94703,825000,2,1.0,Berkeley,1148,2618,1926,61,719,,Sold,,,http://www.redfin.com/CA/Berkeley/1501-Channing-Way-94703/home/789140,EBRD/CCAR/Bay East,40783334,N,Y,37.8642297,-122.2810549
PAST SALE,July-25-2017,Single Family Residential,390 Vassar Ave,Berkeley,CA,94708,1615000,5,3.0,Berkeley Hills,2998,5000,1936,57,539,,Sold,,,http://www.redfin.com/CA/Berkeley/390-Vassar-Ave-94708/home/1415085,EBRD/CCAR/Bay East,40785905,N,Y,37.9042518,-122.2730761
PAST SALE,,Single Family Residential,2448 Prospect St,Berkeley,CA,94704,1750500,5,2.0,,2379,3100,1910,,736,,,,,http://www.redfin.com/CA/Berkeley/2448-Prospect-St-94704/home/1565877,,,N,Y,37.8661668,-122.249743
PAST SALE,August-7-2017,Single Family Residential,1214 Evelyn Ave,Berkeley,CA,94706,950000,3,1.0,Westbrae,828,3300,1918,44,1147,,Sold,,,http://www.redfin.com/CA/Berkeley/1214-Evelyn-Ave-94706/home/687021,EBRD/CCAR/Bay East,40789121,N,Y,37.882425,-122.2920939
PAST SALE,,Single Family Residential,1027 Sierra St,Berkeley,CA,94707,1025000,2,1.0,,1370,5490,1923,,748,,,,,http://www.redfin.com/CA/Berkeley/1027-Sierra-St-94707/home/1344184,,,N,Y,37.8880448,-122.2803405
PAST SALE,August-7-2017,Multi-Family (2-4 Unit),1245 Berkeley Way,Berkeley,CA,94702,1610000,2,4.0,Berkeley,2584,7879,1898,44,623,,Sold,,,http://www.redfin.com/CA/Berkeley/1245-Berkeley-Way-94702/home/1938242,EBRD/CCAR/Bay East,40786276,N,Y,37.8706927,-122.287599
PAST SALE,August-3-2017,Single Family Residential,882 Arlington Ave,Berkeley,CA,94707,1650000,5,3.0,1000 Oaks Heights,3090,5150,1923,48,534,,Sold,,,http://www.redfin.com/CA/Berkeley/882-Arlington-Ave-94707/home/1065681,EBRD/CCAR/Bay East,40787902,N,Y,37.8923617,-122.2747246
PAST SALE,August-9-2017,Single Family Residential,1534 Edith St,Berkeley,CA,94703,1250000,2,1.0,North Berkeley,1209,3560,1922,42,1034,,Sold,,,http://www.redfin.com/CA/Berkeley/1534-Edith-St-94703/home/685226,EBRD/CCAR/Bay East,40787894,N,Y,37.8779081,-122.2773344
PAST SALE,March-30-2017,Multi-Family (2-4 Unit),2327 Browning St,Berkeley,CA,94702,1200000,5,4.0,Berkeley,3104,7020,1954,174,387,,Sold,,,http://www.redfin.com/CA/Berkeley/2327-Browning-St-94702/home/1245395,EBRD/CCAR/Bay East,40765597,N,Y,37.8641848,-122.2871801
PAST SALE,June-13-2017,Single Family Residential,2650 Hilgard,Berkeley,CA,94709,1865000,3,2.0,Northside,2689,6250,1924,99,694,,Sold,,,http://www.redfin.com/CA/Berkeley/2650-Hilgard-Ave-94709/home/1291841,EBRD/CCAR/Bay East,40780673,N,Y,37.8786974,-122.2581662
PAST SALE,August-10-2017,Multi-Family (2-4 Unit),2125 Cedar St,Berkeley,CA,94709,1447500,6,4.0,Gourmet Ghetto,2446,6200,1908,41,592,,Sold,,,http://www.redfin.com/CA/Berkeley/2125-Cedar-St-94709/home/1670706,EBRD/CCAR/Bay East,40785775,N,Y,37.878855,-122.26766
PAST SALE,August-14-2017,Single Family Residential,1870 San Ramon Ave,Berkeley,CA,94707,1205000,3,2.5,Thousand Oaks,2138,5000,1953,37,564,,Sold,,,http://www.redfin.com/CA/Berkeley/1870-San-Ramon-Ave-94707/home/699146,EBRD/CCAR/Bay East,40784924,N,Y,37.8983105,-122.2785328
PAST SALE,,Single Family Residential,320 Rugby Ave,Kensington,CA,94708,400000,4,2.0,,1790,8160,1952,,223,,,,,http://www.redfin.com/CA/Kensington/320-Rugby-Ave-94708/home/1658105,,,N,Y,37.904345,-122.275148
PAST SALE,July-17-2017,Single Family Residential,1230 Walnut St,Berkeley,CA,94709,1188000,4,3.0,Gourmet Ghetto,2083,5400,1952,65,570,,Sold,,,http://www.redfin.com/CA/Berkeley/1230-Walnut-St-94709/home/694360,EBRD/CCAR/Bay East,40784238,N,Y,37.8850791,-122.268987
PAST SALE,May-26-2017,Single Family Residential,102 El Camino Real,Berkeley,CA,94705,1500000,4,3.0,Claremont/Rckrdg,2170,9300,1920,117,691,,Sold,,,http://www.redfin.com/CA/Berkeley/102-El-Camino-Real-94705/home/1365748,EBRD/CCAR/Bay East,40772137,N,Y,37.8541163,-122.241011
PAST SALE,,Multi-Family (2-4 Unit),1223 Ashby Ave,Berkeley,CA,94702,950000,,,,4526,6825,1947,,210,,,,,http://www.redfin.com/CA/Berkeley/1223-Ashby-Ave-94702/home/1963912,,,N,Y,37.852561,-122.285991
PAST SALE,June-12-2017,Multi-Family (2-4 Unit),1253 Burnett St,Berkeley,CA,94702,630000,2,2.0,Berkeley,1422,3128,1922,100,443,,Sold,,,http://www.redfin.com/CA/Berkeley/1253-Burnett-St-94702/home/1358723,EBRD/CCAR/Bay East,40760882,N,Y,37.8536365,-122.2846383
PAST SALE,June-14-2017,Single Family Residential,2528 Chilton Way,Berkeley,CA,94704,1350000,5,2.0,Berkeley Bowl,2245,3612,1908,98,601,,Sold,,,http://www.redfin.com/CA/Berkeley/2528-Chilton-Way-94704/home/1882950,EBRD/CCAR/Bay East,40780595,N,Y,37.8639021,-122.2597748
PAST SALE,June-21-2017,Condo/Co-op,32 Domingo Ave #3,Berkeley,CA,94705,927500,2,1.0,Claremont,1100,5665,1924,91,843,250,Sold,,,http://www.redfin.com/CA/Berkeley/32-Domingo-Ave-94705/unit-3/home/1227366,EBRD/CCAR/Bay East,40781638,N,Y,37.8571203,-122.2441139
PAST SALE,July-7-2017,Single Family Residential,1634 9th St,Berkeley,CA,94710,710000,2,1.0,Oceanview,734,5000,1920,75,967,,Sold,,,http://www.redfin.com/CA/Berkeley/1634-9th-St-94710/home/114062973,EBRD/CCAR/Bay East,40783282,N,Y,37.8645848,-122.2965778
PAST SALE,June-26-2017,Single Family Residential,267 Gravatt Dr,Berkeley,CA,94705,1600000,3,3.5,Claremont,3025,7020,1996,86,529,,Sold,,,http://www.redfin.com/CA/Berkeley/267-Gravatt-Dr-94705/home/1572534,EBRD/CCAR/Bay East,40778737,N,Y,37.8593106,-122.2362718
PAST SALE,May-26-2017,Multi-Family (2-4 Unit),3113-3115 Ellis St,BERKELEY,CA,94703,1100688,4,,BERKELEY,2244,5160,1987,117,491,,Sold,,,http://www.redfin.com/CA/Berkeley/3115-Ellis-St-94703/home/663094,MLSListings,ML81645856,N,Y,37.8517494,-122.2725806
PAST SALE,July-7-2017,Single Family Residential,6 Nogales St,Berkeley,CA,94705,2600000,3,3.0,Berkeley/Albany,2240,5500,1915,75,1161,,Sold,,,http://www.redfin.com/CA/Berkeley/6-Nogales-St-94705/home/1988402,San Francisco MLS,459354,N,Y,37.8546248,-122.2447629
PAST SALE,July-5-2017,Single Family Residential,,Berkeley,CA,94710,865000,3,1.0,Berkeley,1246,4692,1949,77,694,,Sold,,,http://www.redfin.com/CA/Berkeley/Undisclosed-address-94710/home/1802562,EBRD/CCAR/Bay East,40780702,N,Y,37.865776,-122.29782
PAST SALE,June-13-2017,Townhouse,2108 6th St,Berkeley,CA,94710-2204,1005000,2,2.0,West Berkeley,1677,,2007,99,599,406,Sold,,,http://www.redfin.com/CA/Berkeley/2108-6th-St-94710/home/17184537,EBRD/CCAR/Bay East,40781716,N,Y,37.866319,-122.297468
PAST SALE,July-14-2017,Single Family Residential,2918 Ellsworth St,Berkeley,CA,94705,1800000,4,3.5,Berkeley Bowl,2263,6750,1903,68,795,,Sold,,,http://www.redfin.com/CA/Berkeley/2918-Ellsworth-St-94705/home/1414260,EBRD/CCAR/Bay East,40783223,N,Y,37.8566819,-122.2616473
PAST SALE,July-12-2017,Single Family Residential,1351 Channing Way,Berkeley,CA,94702-2149,980000,2,1.5,Central Berkeley,928,3400,1946,70,1056,,Sold,,,http://www.redfin.com/CA/Berkeley/1351-Channing-Way-94702/home/1467013,EBRD/CCAR/Bay East,40784521,N,Y,37.8638703,-122.2837883
PAST SALE,July-11-2017,Single Family Residential,128 ALVARADO Rd,Berkeley,CA,94705,2400000,5,5.0,Claremont,4018,8100,1927,71,597,,Sold,,,http://www.redfin.com/CA/Berkeley/128-Alvarado-Rd-94705/home/1044871,EBRD/CCAR/Bay East,40782889,N,Y,37.856998,-122.2394064
PAST SALE,April-26-2017,Single Family Residential,1214 Oregon St,Berkeley,CA,94702,711000,2,1.0,Berkeley,1255,3500,1922,147,567,,Sold,,,http://www.redfin.com/CA/Berkeley/1214-Oregon-St-94702/home/845495,EBRD/CCAR/Bay East,40775585,N,Y,37.854946,-122.2858042
PAST SALE,July-21-2017,Single Family Residential,2445 Edwards St,Berkeley,CA,94702,1150000,2,2.0,Berkeley,,2905,1910,61,,,Sold,,,http://www.redfin.com/CA/Berkeley/2445-Edwards-St-94702/home/1419327,EBRD/CCAR/Bay East,40785532,N,Y,37.8623342,-122.2819144
PAST SALE,July-21-2017,Multi-Family (2-4 Unit),1737 San Pablo Ave,Berkeley,CA,94702,878000,4,4.0,Berkeley,2650,5500,1943,61,331,,Sold,,,http://www.redfin.com/CA/Berkeley/1737-San-Pablo-Ave-94702/home/677003,EBRD/CCAR/Bay East,40781613,N,Y,37.8721604,-122.2928129
PAST SALE,,Multi-Family (2-4 Unit),6454 Benvenue Ave,Oakland,CA,94618,1400000,9,5.0,,4215,6500,,,332,,,,,http://www.redfin.com/CA/Oakland/6454-Benvenue-Ave-94618/home/1630616,,,N,Y,37.852552,-122.25338
PAST SALE,August-18-2017,Condo/Co-op,2 Panoramic Way #104,Berkeley,CA,94704,670000,2,1.0,South Campus,715,8093,1967,33,937,463,Sold,,,http://www.redfin.com/CA/Berkeley/2-Panoramic-Way-94704/unit-104/home/1198948,EBRD/CCAR/Bay East,40788414,N,Y,37.8691714,-122.2498756
PAST SALE,June-6-2017,Single Family Residential,1701 62Nd St,Berkeley,CA,94703,672000,2,1.0,Berkeley,1020,2720,1923,106,659,,Sold,,,http://www.redfin.com/CA/Berkeley/1701-62nd-St-94703/home/1682238,EBRD/CCAR/Bay East,40777228,N,Y,37.8468718,-122.2730545
PAST SALE,June-28-2017,Single Family Residential,2750 Mcgee Ave,Berkeley,CA,94703,832000,3,1.0,Central Berkeley,1330,4200,1921,84,626,,Sold,,,http://www.redfin.com/CA/Berkeley/2750-McGee-Ave-94703/home/663456,EBRD/CCAR/Bay East,40785403,N,Y,37.8578489,-122.2757326
PAST SALE,March-31-2017,Single Family Residential,1813 Derby St,Berkeley,CA,94703,1085000,4,3.0,Berkeley Central,2030,6220,1925,173,534,,Sold,,,http://www.redfin.com/CA/Berkeley/1813-Derby-St-94703/home/1003196,EBRD/CCAR/Bay East,40770651,N,Y,37.8597788,-122.2728686
PAST SALE,July-20-2017,Multi-Family (2-4 Unit),3341 King St,Berkeley,CA,94703,700000,2,2.0,Lorin,1824,5000,1924,62,384,,Sold,,,http://www.redfin.com/CA/Berkeley/3341-King-St-94703/home/633012,EBRD/CCAR/Bay East,40783950,N,Y,37.847072,-122.273018
PAST SALE,July-26-2017,Single Family Residential,99 Evergreen Ln,Berkeley,CA,94705,1350000,4,3.5,Claremont Hills,2500,8512,1962,56,540,,Sold,,,http://www.redfin.com/CA/Berkeley/99-Evergreen-Ln-94705/home/1650308,EBRD/CCAR/Bay East,40783439,N,Y,37.8608003,-122.2394106
PAST SALE,,Single Family Residential,1407 Carleton St,Berkeley,CA,94702,510000,4,1.0,,2326,7448,1913,,219,,,,,http://www.redfin.com/CA/Berkeley/1407-Carleton-St-94702/home/553491,,,N,Y,37.8596111,-122.2818969
PAST SALE,August-2-2017,Condo/Co-op,1175 66Th St,Oakland,CA,94608,905000,2,2.0,Nobe,1528,,2006,49,592,299,Sold,,,http://www.redfin.com/CA/Oakland/1175-66th-St-94608/home/12116481,EBRD/CCAR/Bay East,40785618,N,Y,37.8486375,-122.2868371
PAST SALE,,Multi-Family (2-4 Unit),470 65th St,Oakland,CA,94609,1605000,2,2.0,,2176,4240,1924,,738,,,,,http://www.redfin.com/CA/Oakland/470-65th-St-94609/home/1095746,,,N,Y,37.8513234,-122.259544
PAST SALE,May-23-2017,Single Family Residential,923 Fresno Ave,Berkeley,CA,94707,1330000,2,1.5,North Berkeley,1352,4640,1922,120,984,,Sold,,,http://www.redfin.com/CA/Berkeley/923-Fresno-Ave-94707/home/696925,EBRD/CCAR/Bay East,40778241,N,Y,37.8905636,-122.2776984
PAST SALE,May-25-2017,Single Family Residential,1325 California St,Berkeley,CA,94703,1260000,3,2.0,Northbrae,1286,4025,1921,118,980,,Sold,,,http://www.redfin.com/CA/Berkeley/1325-California-St-94703/home/1459210,EBRD/CCAR/Bay East,40778151,Y,Y,37.8806045,-122.2811694
PAST SALE,June-8-2017,Single Family Residential,1352 Virginia St,Berkeley,CA,94702,1230000,3,1.5,N Berkeley,1189,4000,1925,104,1034,,Sold,,,http://www.redfin.com/CA/Berkeley/1352-Virginia-St-94702/home/1447544,EBRD/CCAR/Bay East,40780734,Y,Y,37.874149,-122.28619
PAST SALE,,Single Family Residential,1634 9TH ST,BERKELEY,CA,94710,710000,2,1.0,,732,5200,1937,,970,,,,,http://www.redfin.com/CA/BERKELEY/1634-9TH-ST-94710/home/1414663,,,N,Y,37.873525,-122.296359
PAST SALE,June-29-2017,Single Family Residential,935 Mendocino Ave,Berkeley,CA,94707,1380000,2,1.5,North Berkeley,1526,3942,1925,83,904,,Sold,,,http://www.redfin.com/CA/Berkeley/935-Mendocino-Ave-94707/home/694683,EBRD/CCAR/Bay East,40783486,N,Y,37.8909097,-122.2734187
PAST SALE,July-10-2017,Single Family Residential,1333 Grant St,Berkeley,CA,94703,1932000,4,1.0,Gourmet Ghetto,2207,10665,1910,72,875,,Sold,,,http://www.redfin.com/CA/Berkeley/1333-Grant-St-94703/home/688584,EBRD/CCAR/Bay East,40785849,N,Y,37.8818387,-122.2761573
PAST SALE,,Single Family Residential,1619 Jaynes St,Berkeley,CA,94703,1625000,2,2.0,,1663,4773,1908,,977,,,,,http://www.redfin.com/CA/Berkeley/1619-Jaynes-St-94703/home/1144363,,,N,Y,37.8781574,-122.2797237
PAST SALE,July-26-2017,Single Family Residential,1526 Josephine St,Berkeley,CA,94703,1575000,3,2.0,N Berkeley,1476,5400,1922,56,1067,,Sold,,,http://www.redfin.com/CA/Berkeley/1526-Josephine-St-94703/home/1893083,EBRD/CCAR/Bay East,40788539,N,Y,37.878455,-122.2751152
PAST SALE,August-4-2017,Single Family Residential,815 The Alameda,Berkeley,CA,94707,1625000,6,4.0,Thousand Oaks,3595,6426,1932,47,452,,Sold,,,http://www.redfin.com/CA/Berkeley/815-The-Alameda-94707/home/750612,EBRD/CCAR/Bay East,40783271,N,Y,37.8939313,-122.2766667
PAST SALE,August-15-2017,Single Family Residential,684 Colusa Ave,Berkeley,CA,94707,1270000,4,1.5,Berkeley/Albany,2080,4200,1925,36,611,,Sold,,,http://www.redfin.com/CA/Berkeley/684-Colusa-Ave-94707/home/1325778,San Francisco MLS,459193,N,Y,37.8948179,-122.2832411
PAST SALE,May-26-2017,Single Family Residential,3046 Stanton St,Berkeley,CA,94702,835000,4,2.0,Lorin,1998,4000,1924,117,418,,Sold,,,http://www.redfin.com/CA/Berkeley/3046-Stanton-St-94702/home/1776868,EBRD/CCAR/Bay East,40775176,N,Y,37.8516682,-122.2794832
PAST SALE,June-29-2017,Single Family Residential,1614 Prince St,Berkeley,CA,94703,870000,2,1.0,Berkeley,1006,5130,1909,83,865,,Sold,,,http://www.redfin.com/CA/Berkeley/1614-Prince-St-94703/home/653108,EBRD/CCAR/Bay East,40781563,N,Y,37.8516986,-122.2757138
PAST SALE,June-9-2017,Single Family Residential,2201 McGee Ave,Berkeley,CA,94703,851000,2,1.0,Central Berkeley,967,2100,1926,103,880,,Sold,,,http://www.redfin.com/CA/Berkeley/2201-McGee-Ave-94703/home/1953795,EBRD/CCAR/Bay East,40779774,N,Y,37.8680956,-122.2769457
PAST SALE,June-22-2017,Multi-Family (2-4 Unit),2807 Martin Luther King,Berkeley,CA,94703-2111,1400000,5,2.0,Berkeley,3362,2680,1906,90,416,,Sold,,,http://www.redfin.com/CA/Berkeley/2807-Martin-Luther-King-Junior-Way-94703/home/1406563,EBRD/CCAR/Bay East,40781608,N,Y,37.857695,-122.271129
PAST SALE,May-31-2017,Single Family Residential,1116 Cowper St,Berkeley,CA,94702,1020000,2,2.0,Central,948,5200,1910,112,1076,,Sold,,,http://www.redfin.com/CA/Berkeley/1116-Cowper-St-94702/home/1947351,EBRD/CCAR/Bay East,40777895,N,Y,37.867112,-122.290694
PAST SALE,June-30-2017,Single Family Residential,1327 Dwight Way,Berkeley,CA,94702,1251000,3,1.0,Central Berkeley,1287,4800,1926,82,972,,Sold,,,http://www.redfin.com/CA/Berkeley/1327-Dwight-Way-94702/home/1343624,EBRD/CCAR/Bay East,40783376,Y,Y,37.8618709,-122.2851173
PAST SALE,June-29-2017,Single Family Residential,1217 Ward St,Berkeley,CA,94702,1050000,2,1.0,South Berkeley,1082,3500,1929,83,970,,Sold,,,http://www.redfin.com/CA/Berkeley/1217-Ward-St-94702/home/982572,EBRD/CCAR/Bay East,40782710,N,Y,37.8573873,-122.2855318
PAST SALE,,Condo/Co-op,1629 Stuart St Unit C,Berkeley,CA,94703,437000,1,1.0,,616,,1900,,709,,,,,http://www.redfin.com/CA/Berkeley/1629-Stuart-St-94703/unit-C/home/50263650,,,N,Y,37.8576526,-122.2765011
PAST SALE,April-28-2017,Single Family Residential,6301 Herzog St,Oakland,CA,94608,1260000,4,3.5,Nobe,3258,4800,1908,145,387,,Sold,,,http://www.redfin.com/CA/Oakland/6301-Herzog-St-94608/home/531569,EBRD/CCAR/Bay East,40773387,N,Y,37.8464024,-122.2832533
PAST SALE,July-27-2017,Multi-Family (2-4 Unit),2336 Curtis St,Berkeley,CA,94702,920000,2,4.0,Berkeley,2089,4000,1948,55,440,,Sold,,,http://www.redfin.com/CA/Berkeley/2336-Curtis-St-94702/home/1691004,EBRD/CCAR/Bay East,40781456,N,Y,37.863539,-122.2886918
PAST SALE,July-18-2017,Condo/Co-op,6424 Benvenue Ave,Oakland,CA,94618,800000,2,1.5,Rockridge/Elmwd,,,1819,64,,25,Sold,,,http://www.redfin.com/CA/Oakland/6424-Benvenue-Ave-94618/home/531398,EBRD/CCAR/Bay East,40783563,N,Y,37.851735,-122.253243
PAST SALE,July-14-2017,Single Family Residential,2434 EDWARDS St,Berkeley,CA,94702,1280000,3,2.5,Berkeley,1752,3500,1925,68,731,,Sold,,,http://www.redfin.com/CA/Berkeley/2434-Edwards-St-94702/home/671697,EBRD/CCAR/Bay East,40783385,N,Y,37.8625751,-122.2824126
