SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-2-2017,Single Family Residential,1862 Tacoma Ave,Berkeley,CA,94707,1447000,2,1.5,Thousand Oaks,1272,4000,1919,110,1138,,Sold,,,http://www.redfin.com/CA/Berkeley/1862-Tacoma-Ave-94707/home/1993896,EBRD/CCAR/Bay East,40780686,Y,Y,37.8940046,-122.2784815
PAST SALE,May-2-2017,Single Family Residential,35 Tamalpais Rd,Berkeley,CA,94708,2500000,4,4.5,N Berkeley,3682,13631,1928,141,679,,Sold,,,http://www.redfin.com/CA/Berkeley/35-Tamalpais-Rd-94708/home/983218,EBRD/CCAR/Bay East,40769526,N,Y,37.8842271,-122.2593623
PAST SALE,May-5-2017,Single Family Residential,825 San Luis Rd,Berkeley,CA,94707,1184736,2,2.0,Berkeley,1602,5148,1924,138,740,,Sold,,,http://www.redfin.com/CA/Berkeley/825-San-Luis-Rd-94707/home/595023,EBRD/CCAR/Bay East,40774243,N,Y,37.8941554,-122.2703568
PAST SALE,May-4-2017,Single Family Residential,1065 STERLING Ave,Berkeley,CA,94708,1900000,4,3.5,North Berkeley,4018,7550,1991,139,473,,Sold,,,http://www.redfin.com/CA/Berkeley/1065-Sterling-Ave-94708/home/1252902,EBRD/CCAR/Bay East,40773803,N,Y,37.8914522,-122.2587781
PAST SALE,June-6-2017,Single Family Residential,2026 Los Angeles Ave,Berkeley,CA,94707,1410888,2,2.0,N. Berkeley,1681,5418,1963,106,839,,Sold,,,http://www.redfin.com/CA/Berkeley/2026-Los-Angeles-Ave-94707/home/698356,EBRD/CCAR/Bay East,40778704,Y,Y,37.8899083,-122.2706512
PAST SALE,May-11-2017,Single Family Residential,612 Euclid Ave,Berkeley,CA,94708,1972000,4,4.0,N Berkeley,2882,7488,1933,132,684,,Sold,,,http://www.redfin.com/CA/Berkeley/612-Euclid-Ave-94708/home/702443,EBRD/CCAR/Bay East,40772583,N,Y,37.9005074,-122.2677096
PAST SALE,May-16-2017,Condo/Co-op,1401 Walnut Unit 1A,Berkeley,CA,94709-1472,950000,2,2.0,Gourmet Ghetto,1658,,1960,127,573,700,Sold,,,http://www.redfin.com/CA/Berkeley/1401-Walnut-St-94709/unit-1A/home/1098885,EBRD/CCAR/Bay East,40774972,N,Y,37.8820091,-122.2680495
PAST SALE,May-19-2017,Single Family Residential,1001 EUCLID Ave,Berkeley,CA,94708,925000,3,2.0,North Berkeley,1308,5850,1956,124,707,,Sold,,,http://www.redfin.com/CA/Berkeley/1001-Euclid-Ave-94708/home/538374,EBRD/CCAR/Bay East,40776997,Y,Y,37.8919746,-122.2646298
PAST SALE,June-16-2017,Single Family Residential,1517 EUCLID Ave,Berkeley,CA,94708,975000,3,2.0,N Berkeley,1365,2250,1928,96,714,,Sold,,,http://www.redfin.com/CA/Berkeley/1517-Euclid-Ave-94708/home/1270387,EBRD/CCAR/Bay East,40785919,N,Y,37.880954,-122.261205
PAST SALE,June-23-2017,Single Family Residential,366 Ocean View Ave,Kensington,CA,94707,1102000,4,2.0,Colusa Circle,2453,4200,1929,89,449,,Sold,,,http://www.redfin.com/CA/Kensington/366-Ocean-View-Ave-94707/home/1963299,EBRD/CCAR/Bay East,40781808,N,Y,37.9013952,-122.2854344
PAST SALE,June-21-2017,Single Family Residential,635 Santa Barbara Rd,Berkeley,CA,94707,1075000,4,2.0,Berkeley Hills,2690,5890,1926,91,400,,Sold,,,http://www.redfin.com/CA/Berkeley/635-Santa-Barbara-Rd-94707/home/700747,EBRD/CCAR/Bay East,40782661,N,Y,37.8992689,-122.272902
PAST SALE,,Single Family Residential,702 San Luis Rd,Berkeley,CA,94707,2800000,4,4.0,,3928,20445,1936,,713,,,,,http://www.redfin.com/CA/Berkeley/702-San-Luis-Rd-94707/home/2014597,,,N,Y,37.8969781,-122.2727281
PAST SALE,June-21-2017,Single Family Residential,935 Grizzly Peak Blvd,Berkeley,CA,94708,1350000,4,2.5,North Cragmont,2400,5850,1961,91,563,,Sold,,,http://www.redfin.com/CA/Berkeley/935-Grizzly-Peak-Blvd-94708/home/1912019,EBRD/CCAR/Bay East,40779746,N,Y,37.896277,-122.260178
PAST SALE,July-7-2017,Single Family Residential,93 Kingston Rd,Kensington,CA,94707,950000,3,1.0,Kensington Park,1715,9250,1949,75,554,,Sold,,,http://www.redfin.com/CA/Kensington/93-Kingston-Rd-94707/home/986324,EBRD/CCAR/Bay East,40783892,N,Y,37.9058378,-122.2844467
PAST SALE,July-7-2017,Single Family Residential,85 Stratford Rd,Kensington,CA,94707,740000,2,1.0,Kensington Park,952,3038,1938,75,777,,Sold,,,http://www.redfin.com/CA/Kensington/85-Stratford-Rd-94707/home/799734,EBRD/CCAR/Bay East,40784169,N,Y,37.9030538,-122.2821148
PAST SALE,June-27-2017,Single Family Residential,1306 Dartmouth St,Albany,CA,94706,975000,2,1.0,Albany,1274,3660,1937,85,765,,Sold,,,http://www.redfin.com/CA/Albany/1306-Dartmouth-St-94706/home/1436088,EBRD/CCAR/Bay East,40783681,N,Y,37.8850235,-122.2904491
PAST SALE,July-7-2017,Single Family Residential,955 Ventura Ave,Albany,CA,94707,1500000,3,2.0,Upper Albany,1647,5355,1913,75,911,,Sold,,,http://www.redfin.com/CA/Albany/955-Ventura-Ave-94707/home/1004607,EBRD/CCAR/Bay East,40785874,N,Y,37.8884873,-122.2823551
PAST SALE,July-7-2017,Single Family Residential,2635 Marin Ave,Berkeley,CA,94708,1115000,3,2.0,Berkeley Hills,1802,5160,1951,75,619,,Sold,,,http://www.redfin.com/CA/Berkeley/2635-Marin-Ave-94708/home/1344111,EBRD/CCAR/Bay East,40784287,N,Y,37.8968665,-122.2623478
PAST SALE,July-12-2017,Multi-Family (2-4 Unit),1634 La Loma Ave,Berkeley,CA,94709,1500000,4,2.0,North Berkeley,1956,5300,1951,70,767,,Sold,,,http://www.redfin.com/CA/Berkeley/1634-La-Loma-Ave-94709/home/1882264,EBRD/CCAR/Bay East,40784959,N,Y,37.8793375,-122.2578643
PAST SALE,July-14-2017,Single Family Residential,703 Curtis St,Albany,CA,94706,1160000,4,1.0,Memorial Park,1356,3100,1926,68,855,,Sold,,,http://www.redfin.com/CA/Albany/703-Curtis-St-94706/home/720233,EBRD/CCAR/Bay East,40783432,N,Y,37.894306,-122.287076
PAST SALE,April-10-2017,Multi-Family (2-4 Unit),2501 Hilgard Ave,Berkeley,CA,94709,2220000,4,4.0,North Campus,5141,4640,1927,163,432,,Sold,,,http://www.redfin.com/CA/Berkeley/2501-Hilgard-Ave-94709/home/683690,EBRD/CCAR/Bay East,40773272,N,Y,37.8788073,-122.2606512
PAST SALE,March-30-2017,Multi-Family (2-4 Unit),1311 Hopkins St,BERKELEY,CA,94702,1100000,6,,BERKELEY,2508,6340,1940,174,439,,Sold,,,http://www.redfin.com/CA/Berkeley/1311-Hopkins-St-94702/home/687276,MLSListings,ML81636151,N,Y,37.8787112,-122.2882582
PAST SALE,July-10-2017,Single Family Residential,930 Euclid,Berkeley,CA,94708,1080000,3,2.0,N Berkeley,2340,12580,1951,72,462,,Sold,,,http://www.redfin.com/CA/Berkeley/930-Euclid-Ave-94708/home/705808,EBRD/CCAR/Bay East,40785811,N,Y,37.8939857,-122.2640901
PAST SALE,July-14-2017,Single Family Residential,992 SANTA BARBARA Rd,Berkeley,CA,94707,1375000,3,2.0,North Cragmont,1170,5070,1927,68,1175,,Sold,,,http://www.redfin.com/CA/Berkeley/992-Santa-Barbara-Rd-94707/home/705927,EBRD/CCAR/Bay East,40785440,N,Y,37.8909695,-122.2661368
PAST SALE,July-25-2017,Single Family Residential,2022 Los Angeles Ave,Berkeley,CA,94707,1210000,2,2.0,North Berkeley,1416,5130,1920,57,855,,Sold,,,http://www.redfin.com/CA/Berkeley/2022-Los-Angeles-Ave-94707/home/1915882,EBRD/CCAR/Bay East,40784420,N,Y,37.8898764,-122.270855
PAST SALE,August-23-2017,Single Family Residential,1454 ORDWAY St,Berkeley,CA,94702,1600000,3,2.0,Berkeley,2055,3920,1931,28,779,,Sold,,,http://www.redfin.com/CA/Berkeley/1454-Ordway-St-94702/home/2000893,EBRD/CCAR/Bay East,40790220,N,Y,37.8779419,-122.287361
PAST SALE,July-28-2017,Single Family Residential,1245 Glen Ave,Berkeley,CA,94708,2150000,4,4.0,Gourmet Ghetto,,16920,1952,54,,,Sold,,,http://www.redfin.com/CA/Berkeley/1245-Glen-Ave-94708/home/691712,EBRD/CCAR/Bay East,40785383,N,Y,37.8848536,-122.263581
PAST SALE,July-24-2017,Single Family Residential,1615 Beverly Pl,Berkeley,CA,94707,1333000,2,2.5,Peralta Park,1268,3900,1928,58,1051,,Sold,,,http://www.redfin.com/CA/Berkeley/1615-Beverly-Pl-94707/home/1822997,EBRD/CCAR/Bay East,40787510,N,Y,37.8855363,-122.2796699
PAST SALE,August-21-2017,Condo/Co-op,2 Panoramic Way #103,Berkeley,CA,94704,600000,2,1.0,University Cmpus,715,8093,1967,30,839,463,Sold,,,http://www.redfin.com/CA/Berkeley/2-Panoramic-Way-94704/unit-103/home/1245184,EBRD/CCAR/Bay East,40787532,N,Y,37.8691714,-122.2498756
PAST SALE,July-25-2017,Condo/Co-op,2463 Hilgard Ave,Berkeley,CA,94709,935000,2,1.5,North Berkeley,1218,6000,1924,57,768,158,Sold,,,http://www.redfin.com/CA/Berkeley/2463-Hilgard-Ave-94709/home/1673057,EBRD/CCAR/Bay East,40786034,N,Y,37.8787292,-122.2616237
PAST SALE,August-29-2017,Single Family Residential,1379 Cedar St,Berkeley,CA,94702,970000,2,1.0,North Berkeley,1040,2116,1943,22,933,,Sold,,,http://www.redfin.com/CA/Berkeley/1379-Cedar-St-94702/home/815772,EBRD/CCAR/Bay East,40788329,N,Y,37.8765072,-122.2853898
PAST SALE,September-1-2017,Single Family Residential,1260 Virginia St,Berkeley,CA,94702,925000,3,1.0,North Berkeley,1912,5400,1924,19,484,,Sold,,,http://www.redfin.com/CA/Berkeley/1260-Virginia-St-94702/home/675303,EBRD/CCAR/Bay East,40791251,N,Y,37.8738586,-122.2889607
PAST SALE,August-2-2017,Single Family Residential,580 Wildcat Canyon Rd,Berkeley,CA,94708,1179000,3,3.0,Berkeley Hills,2062,13153,1977,49,572,,Sold,,,http://www.redfin.com/CA/Berkeley/580-Wildcat-Canyon-Rd-94708/home/2006660,EBRD/CCAR/Bay East,40784957,N,Y,37.9035038,-122.2646652
PAST SALE,September-8-2017,Condo/Co-op,75 Panoramic Way,Berkeley,CA,94704,750000,2,1.0,Berkeley/Albany,1174,,,12,639,528,Sold,,,http://www.redfin.com/CA/Berkeley/75-Panoramic-Way-94704/home/12351044,San Francisco MLS,459366,N,Y,37.8689857,-122.2490248
PAST SALE,September-8-2017,Single Family Residential,1701 Hopkins St,Berkeley,CA,94707,980500,2,1.0,Northbrae,1084,,1920,12,905,,Sold,,,http://www.redfin.com/CA/Berkeley/1701-Hopkins-St-94707/home/1144537,EBRD/CCAR/Bay East,40791823,N,Y,37.8832691,-122.2793066
PAST SALE,August-11-2017,Single Family Residential,807 San Luis Rd,Berkeley,CA,94707,1580000,4,2.0,Indian Rock Area,2155,5820,1923,40,733,,Sold,,,http://www.redfin.com/CA/Berkeley/807-San-Luis-Rd-94707/home/1435745,EBRD/CCAR/Bay East,40782965,N,Y,37.8947446,-122.270889
PAST SALE,August-29-2017,Single Family Residential,290 Colgate Ave,Kensington,CA,94708,1025000,2,1.0,Upper Kensington,1214,4000,1939,22,844,,Sold,,,http://www.redfin.com/CA/Kensington/290-Colgate-Ave-94708/home/1347744,EBRD/CCAR/Bay East,40789971,N,Y,37.9068618,-122.2730221
PAST SALE,,Single Family Residential,258 Lake Dr,Kensington,CA,94708,1250000,2,2.0,,2537,5500,1946,,493,,,,,http://www.redfin.com/CA/Kensington/258-Lake-Dr-94708/home/1908896,,,N,Y,37.9085249,-122.2720546
PAST SALE,September-11-2017,Single Family Residential,1245 Cedar St,Berkeley,CA,94702,1225000,3,2.0,N Berkeley,1600,5000,1908,9,766,,Sold,,,http://www.redfin.com/CA/Berkeley/1245-Cedar-St-94702/home/1290142,EBRD/CCAR/Bay East,40794269,N,Y,37.8760182,-122.2893576
PAST SALE,September-5-2017,Single Family Residential,474 Michigan Ave,Berkeley,CA,94707,1350000,4,2.0,Thousand Oaks,2043,5724,1940,15,661,,Sold,,,http://www.redfin.com/CA/Berkeley/474-Michigan-Ave-94707/home/634078,EBRD/CCAR/Bay East,40791016,N,Y,37.900937,-122.2714021
PAST SALE,,Multi-Family (2-4 Unit),1354 Lincoln St,Berkeley,CA,94702,280000,3,3.0,,2164,5200,1946,,129,,,,,http://www.redfin.com/CA/Berkeley/1354-Lincoln-St-94702/home/712596,,,N,Y,37.8750267,-122.2873099
PAST SALE,,Single Family Residential,281 Lexington Rd,Kensington,CA,94707,950000,2,1.0,,1246,6100,1946,,762,,,,,http://www.redfin.com/CA/Kensington/281-Lexington-Rd-94707/home/1193917,,,N,Y,37.9027205,-122.2848473
PAST SALE,April-2-2017,Single Family Residential,2734 College Ave,Berkeley,CA,94705,1070000,4,2.0,Berkeley,1490,1490,1946,171,718,289,Sold,,,http://www.redfin.com/CA/Berkeley/2734-College-Ave-94705/home/1311915,EBRD/CCAR/Bay East,40775664,N,Y,37.8606109,-122.2535676
PAST SALE,April-6-2017,Single Family Residential,1222 Russell St,Berkeley,CA,94702,1277000,3,2.5,Berkeley,1632,3106,1905,167,782,,Sold,,,http://www.redfin.com/CA/Berkeley/1222-Russell-St-94702/home/1064914,EBRD/CCAR/Bay East,40772962,Y,Y,37.85361,-122.2859551
PAST SALE,April-24-2017,Single Family Residential,1016 Bancroft Way,Berkeley,CA,94710,950000,3,1.5,Berkeley,1974,5000,1926,149,481,,Sold,,,http://www.redfin.com/CA/Berkeley/1016-Bancroft-Way-94710/home/673922,EBRD/CCAR/Bay East,40778473,N,Y,37.8641415,-122.2921603
PAST SALE,April-25-2017,Single Family Residential,2326 Sacramento St,Berkeley,CA,94702,1200000,2,2.0,Central,1360,3885,1916,148,882,,Sold,,,http://www.redfin.com/CA/Berkeley/2326-Sacramento-St-94702/home/1763101,EBRD/CCAR/Bay East,40774360,N,Y,37.8647644,-122.2817385
PAST SALE,April-25-2017,Multi-Family (2-4 Unit),941 63Rd St,Oakland,CA,94608,815000,8,4.0,Oakland,3264,3985,1967,148,250,,Sold,,,http://www.redfin.com/CA/Oakland/941-63rd-St-94608/home/531458,EBRD/CCAR/Bay East,40766077,N,Y,37.846846,-122.276972
PAST SALE,April-24-2017,Condo/Co-op,2638 Regent St,Berkeley,CA,94704,850000,1,1.0,Elmwood,960,7850,1923,149,885,305,Sold,,,http://www.redfin.com/CA/Berkeley/2638-Regent-St-94704/unit-4/home/1388076,EBRD/CCAR/Bay East,40775073,N,Y,37.861962,-122.257852
PAST SALE,May-11-2017,Condo/Co-op,321 63RD St Unit C,Oakland,CA,94618,625000,1,1.0,Rockridge,,,1944,132,,250,Sold,,,http://www.redfin.com/CA/Oakland/321-63rd-St-94618/unit-C/home/113752391,EBRD/CCAR/Bay East,40777956,N,Y,37.850245,-122.2530011
PAST SALE,April-14-2017,Single Family Residential,2814 Martin Luther King Jr Way,Berkeley,CA,94703,1350000,7,3.0,Berkeley,2244,4938,1906,159,602,,Sold,,,http://www.redfin.com/CA/Berkeley/2814-Martin-Luther-King-Junior-Way-94703/home/1043811,EBRD/CCAR/Bay East,40772543,N,Y,37.8573823,-122.2716796
PAST SALE,March-31-2017,Single Family Residential,3208 King St,Berkeley,CA,94703,990000,3,1.5,Berkeley,1149,3720,1905,173,862,,Sold,,,http://www.redfin.com/CA/Berkeley/3208-King-St-94703/home/652513,EBRD/CCAR/Bay East,40771073,Y,Y,37.8498852,-122.2740313
PAST SALE,,Condo/Co-op,2709 Tenth St,Berkeley,CA,94710,976000,2,1.0,,1495,,2004,,653,,,,,http://www.redfin.com/CA/Berkeley/2709-Tenth-St-94710/home/1237548,,,N,Y,37.857458,-122.289216
PAST SALE,April-28-2017,Single Family Residential,668 65th St,OAKLAND,CA,94609,1450000,4,4.0,OAKLAND,1950,3071,1911,145,744,,Sold,,,http://www.redfin.com/CA/Oakland/668-65th-St-94609/home/531331,MLSListings,ML81641984,N,Y,37.8506151,-122.2649366
PAST SALE,April-28-2017,Single Family Residential,2335 Sacramento St,Berkeley,CA,94702,825000,2,1.0,Berkeley,1132,3640,1922,145,729,,Sold,,,http://www.redfin.com/CA/Berkeley/2335-Sacramento-St-94702/home/1297354,EBRD/CCAR/Bay East,40774604,Y,Y,37.864587,-122.280973
PAST SALE,,Multi-Family (2-4 Unit),2925 Mabel St,Berkeley,CA,94702,1750000,7,8.0,,4633,12830,1910,,378,,,,,http://www.redfin.com/CA/Berkeley/2925-Mabel-St-94702/home/1777764,,,N,Y,37.8531359,-122.2834429
PAST SALE,May-10-2017,Single Family Residential,1701 Fairview St,Berkeley,CA,94703,1200000,2,2.0,Berkeley,1213,4000,1914,133,989,,Sold,,,http://www.redfin.com/CA/Berkeley/1701-Fairview-St-94703/home/650800,EBRD/CCAR/Bay East,40776904,Y,Y,37.8504969,-122.2736977
PAST SALE,,Multi-Family (2-4 Unit),2420 Milvia St,Berkeley,CA,94704,1102500,4,3.0,,3066,4587,1905,,360,,,,,http://www.redfin.com/CA/Berkeley/2420-Milvia-St-94704/home/1864485,,,N,Y,37.8647325,-122.2701111
PAST SALE,May-5-2017,Multi-Family (2-4 Unit),1239 Parker St,Berkeley,CA,94702,1610000,7,4.0,Berkeley,3114,5300,,138,517,,Sold,,,http://www.redfin.com/CA/Berkeley/1239-Parker-St-94702/home/1424052,EBRD/CCAR/Bay East,40771031,N,Y,37.8600512,-122.2853142
PAST SALE,,Single Family Residential,1117 Oregon St,Berkeley,CA,94702,750000,2,1.0,,1002,4200,1916,,749,,,,,http://www.redfin.com/CA/Berkeley/1117-Oregon-St-94702/home/1810508,,,N,Y,37.8552127,-122.2868332
PAST SALE,May-9-2017,Single Family Residential,2109 Emerson St,Berkeley,CA,94705,775000,2,1.0,Berkeley Bowl,879,2067,1906,134,882,,Sold,,,http://www.redfin.com/CA/Berkeley/2109-Emerson-St-94705/home/1423996,EBRD/CCAR/Bay East,40775097,N,Y,37.8547348,-122.2661165
PAST SALE,March-31-2017,Single Family Residential,2709 10th St Unit E,Berkeley,CA,94710,976000,2,1.5,West Berkeley,1495,,2004,173,653,500,Sold,,,http://www.redfin.com/CA/Berkeley/2709-Tenth-St-94710/unit-E/home/87779199,EBRD/CCAR/Bay East,40772110,N,Y,37.857458,-122.289215
PAST SALE,June-14-2017,Condo/Co-op,2628 Telegraph Ave #501,Berkeley,CA,94107,925000,2,2.0,Berkeley/Albany,826,,2007,98,1120,510,Sold,,,http://www.redfin.com/CA/Berkeley/2628-Telegraph-Ave-94704/unit-501/home/113913263,San Francisco MLS,458088,N,Y,37.8621146,-122.2593469
PAST SALE,April-7-2017,Single Family Residential,161 Panoramic Way,Berkeley,CA,94704,1185000,2,2.0,Berkeley,1480,5050,2012,166,801,,Sold,,,http://www.redfin.com/CA/Berkeley/161-Panoramic-Way-94704/home/22700772,EBRD/CCAR/Bay East,40773348,N,Y,37.8687321,-122.2468183
PAST SALE,,Single Family Residential,2316 Tenth St,Berkeley,CA,94710,680000,2,1.0,,1213,4290,1907,,561,,,,,http://www.redfin.com/CA/Berkeley/2316-Tenth-St-94710/home/1656946,,,N,Y,37.8636018,-122.2918234
PAST SALE,May-16-2017,Single Family Residential,6437 Essex St,Oakland,CA,94608,860000,2,2.0,Oakland,1250,2700,1947,127,688,,Sold,,,http://www.redfin.com/CA/Oakland/6437-Essex-St-94608/home/841551,EBRD/CCAR/Bay East,40772185,N,Y,37.8480928,-122.2826596
PAST SALE,May-18-2017,Multi-Family (2-4 Unit),3135 King St,Berkeley,CA,94703,505000,,,Berkeley,,4239,1913,125,,,Sold,,,http://www.redfin.com/CA/Berkeley/3135-King-St-94703/home/1423890,EBRD/CCAR/Bay East,40768980,N,Y,37.850821,-122.273593
PAST SALE,May-3-2017,Condo/Co-op,2512 9th #11,Berkeley,CA,94710-2516,815000,2,1.5,West Berkeley,1636,,1928,140,498,233,Sold,,,http://www.redfin.com/CA/Berkeley/2512-Ninth-St-94710/unit-11/home/113620238,EBRD/CCAR/Bay East,40775602,N,Y,37.8600643,-122.2917966
PAST SALE,,Condo/Co-op,2512 9TH ST Ste 11,BERKELEY,CA,94710,815000,2,1.0,,1636,,1925,,498,,,,,http://www.redfin.com/CA/BERKELEY/2512-9TH-ST-94710/unit-11/home/12352182,,,N,Y,37.860245,-122.292068
PAST SALE,,Multi-Family (2-4 Unit),2439 Roosevelt Ave,Berkeley,CA,94703,1330000,7,5.0,,2215,2550,1908,,600,,,,,http://www.redfin.com/CA/Berkeley/2439-Roosevelt-Ave-94703/home/668240,,,N,Y,37.86328,-122.2753217
PAST SALE,,Multi-Family (2-4 Unit),1122 University Ave,Berkeley,CA,94702,38400000,139,130.0,,83538,26125,2011,,460,,,,,http://www.redfin.com/CA/Berkeley/1122-University-Ave-94702/home/22808955,,,N,Y,37.8689822,-122.2910819
PAST SALE,June-1-2017,Condo/Co-op,1253 66Th St,Emeryville,CA,94608,838500,3,2.5,Emeryville,1296,,2003,111,647,333,Sold,,,http://www.redfin.com/CA/Emeryville/1253-66th-St-94608/unit-108/home/530409,EBRD/CCAR/Bay East,40777465,N,Y,37.848076,-122.289618
PAST SALE,June-2-2017,Single Family Residential,1236 Parker St,Berkeley,CA,94702,1180000,3,2.0,Berkeley,1807,5320,1923,110,653,,Sold,,,http://www.redfin.com/CA/Berkeley/1236-Parker-St-94702/home/2045297,EBRD/CCAR/Bay East,40783722,N,Y,37.8596282,-122.2853814
PAST SALE,May-31-2017,Townhouse,1201 66th St,Oakland,CA,94608,945000,3,3.0,Nobe,1630,,2006,112,580,299,Sold,,,http://www.redfin.com/CA/Oakland/1201-66th-St-94608/home/12118410,EBRD/CCAR/Bay East,40779740,N,Y,37.8484089,-122.287966
PAST SALE,,Multi-Family (2-4 Unit),1625 Prince St,Berkeley,CA,94703,1125000,9,5.0,,3582,6750,1965,,314,,,,,http://www.redfin.com/CA/Berkeley/1625-Prince-St-94703/home/731774,,,N,Y,37.8521754,-122.2755803
PAST SALE,June-30-2017,Single Family Residential,2709 10Th St Unit D,Berkeley,CA,94710,900000,2,1.5,West Berkeley,1495,,2004,82,602,500,Sold,,,http://www.redfin.com/CA/Berkeley/2709-Tenth-St-94710/unit-D/home/113865874,EBRD/CCAR/Bay East,40783542,N,Y,37.857458,-122.289216
PAST SALE,May-26-2017,Multi-Family (2-4 Unit),1047 Alcatraz Ave,Oakland,CA,94608,1220000,7,5.5,Oakland,3158,5520,1945,117,386,,Sold,,,http://www.redfin.com/CA/Oakland/1047-Alcatraz-Ave-94608/home/1831034,EBRD/CCAR/Bay East,40773663,N,Y,37.846989,-122.2820204
PAST SALE,June-7-2017,Single Family Residential,139 Hillcrest Rd,Berkeley,CA,94705,2100000,4,2.5,Claremont,2890,8800,1911,105,727,,Sold,,,http://www.redfin.com/CA/Berkeley/139-Hillcrest-Rd-94705/home/1259370,EBRD/CCAR/Bay East,40781141,N,Y,37.852997,-122.2458784
PAST SALE,July-5-2017,Single Family Residential,2207 Sacramento St,Berkeley,CA,94702-1906,831000,5,2.0,Berkeley,2405,2765,1957,77,346,,Sold,,,http://www.redfin.com/CA/Berkeley/2207-Sacramento-St-94702/home/1778002,EBRD/CCAR/Bay East,40782683,N,Y,37.867133,-122.281277
PAST SALE,June-13-2017,Single Family Residential,2332 Valley St,Berkeley,CA,94702,1290000,2,1.0,Poets Corner,1189,3500,1926,99,1085,,Sold,,,http://www.redfin.com/CA/Berkeley/2332-Valley-St-94702/home/673674,EBRD/CCAR/Bay East,40780633,N,Y,37.8641314,-122.2844831
PAST SALE,May-15-2017,Single Family Residential,,Berkeley,CA,94702,901000,3,2.0,Berkeley,2050,5000,1949,128,440,,Sold,,,http://www.redfin.com/CA/Berkeley/Undisclosed-address-94702/home/1982277,EBRD/CCAR/Bay East,40767805,N,Y,37.8489511,-122.2810469
PAST SALE,June-20-2017,Single Family Residential,2232 Mcgee Ave,Berkeley,CA,94703,1500000,4,3.5,Central Berkeley,2943,4940,1915,92,510,,Sold,,,http://www.redfin.com/CA/Berkeley/2232-McGee-Ave-94703/home/1589935,EBRD/CCAR/Bay East,40781759,N,Y,37.8668889,-122.2773644
PAST SALE,June-23-2017,Single Family Residential,805 Channing Way,Berkeley,CA,94710,1101000,3,1.0,West Berkeley,1230,4500,1901,89,895,,Sold,,,http://www.redfin.com/CA/Berkeley/805-Channing-Way-94710/home/1003365,EBRD/CCAR/Bay East,40781355,Y,Y,37.8617625,-122.2965254
PAST SALE,,Multi-Family (2-4 Unit),323 63rd St,Oakland,CA,94618,715000,4,4.0,,2904,6860,1944,,246,,,,,http://www.redfin.com/CA/Oakland/323-63rd-St-94618/home/22961854,,,N,Y,37.84999,-122.252991
PAST SALE,June-23-2017,Condo/Co-op,3154 College #4,Berkeley,CA,94705,775000,1,1.0,Elmwood,940,,1919,89,824,300,Sold,,,http://www.redfin.com/CA/Berkeley/3154-College-Ave-94705/unit-4/home/1400448,EBRD/CCAR/Bay East,40781825,N,Y,37.8519439,-122.2527655
PAST SALE,July-24-2017,Single Family Residential,2010 9Th St,Berkeley,CA,94710,1091000,3,2.5,West Berkeley,1413,,2013,58,772,62,Sold,,,http://www.redfin.com/CA/Berkeley/2010-9Th-St-94710/home/124647637,EBRD/CCAR/Bay East,40785884,Y,Y,37.8645848,-122.2965778
PAST SALE,July-6-2017,Single Family Residential,1073 Alcatraz Ave,Oakland,CA,94608,575000,2,1.0,Oakland,914,1776,1924,76,629,,Sold,,,http://www.redfin.com/CA/Oakland/1073-Alcatraz-Ave-94608/home/2013467,EBRD/CCAR/Bay East,40783659,N,Y,37.8470323,-122.2829344
PAST SALE,June-30-2017,Single Family Residential,2322 Acton St,Berkeley,CA,94702,1400000,3,3.0,Central Berkeley,1890,3605,1947,82,741,,Sold,,,http://www.redfin.com/CA/Berkeley/2322-Acton-St-94702/home/1810672,EBRD/CCAR/Bay East,40785372,Y,Y,37.8643542,-122.2835837
PAST SALE,July-7-2017,Condo/Co-op,2814 Hillegass Unit C1,Berkeley,CA,94705,720000,2,1.0,Elmwood,862,,1966,75,835,263,Sold,,,http://www.redfin.com/CA/Berkeley/2814-Hillegass-Ave-94705/unit-C1/home/1923981,EBRD/CCAR/Bay East,40781146,N,Y,37.859322,-122.256106
PAST SALE,June-30-2017,Condo/Co-op,2844 WOOLSEY St Unit B,Berkeley,CA,94705,725000,1,1.0,Claremont,780,,1911,82,929,371,Sold,,,http://www.redfin.com/CA/Berkeley/2844-Woolsey-St-94705/unit-B/home/112885368,EBRD/CCAR/Bay East,40779235,N,Y,37.853954,-122.249012
